id,index,period,minute,second,possession,play_pattern_id,location,under_pressure,shot_key_pass_id,shot_type_id,shot_technique_id,shot_outcome_id,shot_body_part_id,shot_freeze_frame,shot_first_time,shot_aerial_won,distance_to_goal,angle_to_goal,key_pass_length,key_pass_angle,key_pass_height_id,key_pass_body_part_id,key_under_pressure,key_pass_switch,key_pass_cross,key_pass_cut_back,possession_duration,match_file
9dc0d42a-79be-45ca-aedb-719815c28a91,2279,2,63,15,134,2,"[96.0, 34.0]",True,,87.0,95.0,96.0,38.0,"[{'location': [109.0, 41.0], 'player': {'id': 20004, 'name': 'Paul Pogba'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [111.0, 39.0], 'player': {'id': 5485, 'name': 'Raphaël Varane'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [107.0, 31.0], 'player': {'id': 5492, 'name': 'Samuel Yves Umtiti'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [113.0, 37.0], 'player': {'id': 5484, 'name': 'Lucas Hernández Pi'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [105.0, 46.0], 'player': {'id': 5487, 'name': 'Antoine Griezmann'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [109.0, 47.0], 'player': {'id': 5476, 'name': 'Benjamin Pavard'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [119.0, 41.0], 'player': {'id': 3099, 'name': 'Hugo Lloris'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [112.0, 42.0], 'player': {'id': 3604, 'name': 'Olivier Giroud'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [104.0, 36.0], 'player': {'id': 5480, 'name': 'Corentin Tolisso'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [98.0, 34.0], 'player': {'id': 3961, 'name': ""N''Golo Kanté""}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [107.0, 66.0], 'player': {'id': 5266, 'name': 'Lucas Torreira Di Pascua'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [115.0, 56.0], 'player': {'id': 5255, 'name': 'Matías Vecino Falero'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [112.0, 44.0], 'player': {'id': 5249, 'name': 'Diego Roberto Godín Leal'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [108.0, 39.0], 'player': {'id': 5259, 'name': 'José María Giménez de Vargas'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [105.0, 25.0], 'player': {'id': 5248, 'name': 'José Martín Cáceres Silva'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [115.0, 39.0], 'player': {'id': 6297, 'name': 'Maximiliano Gómez González'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [118.0, 37.0], 'player': {'id': 5246, 'name': 'Luis Alberto Suárez Díaz'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}]",False,False,24.73863375370596,0.47985248707961514,,,,,False,False,False,False,7.532999999999902,8649.json
41075913-42c6-4ff7-a5b7-182601653e34,2284,2,63,17,134,2,"[99.0, 35.0]",False,,87.0,93.0,98.0,38.0,"[{'location': [104.0, 42.0], 'player': {'id': 20004, 'name': 'Paul Pogba'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [109.0, 39.0], 'player': {'id': 5485, 'name': 'Raphaël Varane'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [105.0, 46.0], 'player': {'id': 5476, 'name': 'Benjamin Pavard'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [107.0, 44.0], 'player': {'id': 3604, 'name': 'Olivier Giroud'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [120.0, 42.0], 'player': {'id': 3099, 'name': 'Hugo Lloris'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [104.0, 34.0], 'player': {'id': 5484, 'name': 'Lucas Hernández Pi'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [103.0, 26.0], 'player': {'id': 5492, 'name': 'Samuel Yves Umtiti'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [100.0, 35.0], 'player': {'id': 5480, 'name': 'Corentin Tolisso'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [94.0, 33.0], 'player': {'id': 3961, 'name': ""N''Golo Kanté""}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [93.0, 48.0], 'player': {'id': 5487, 'name': 'Antoine Griezmann'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [102.0, 63.0], 'player': {'id': 5266, 'name': 'Lucas Torreira Di Pascua'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [108.0, 51.0], 'player': {'id': 5255, 'name': 'Matías Vecino Falero'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [98.0, 25.0], 'player': {'id': 5248, 'name': 'José Martín Cáceres Silva'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [109.0, 36.0], 'player': {'id': 6297, 'name': 'Maximiliano Gómez González'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [118.0, 37.0], 'player': {'id': 5246, 'name': 'Luis Alberto Suárez Díaz'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [107.0, 45.0], 'player': {'id': 5249, 'name': 'Diego Roberto Godín Leal'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [103.0, 37.0], 'player': {'id': 5259, 'name': 'José María Giménez de Vargas'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}]",True,False,21.587033144922902,0.4548569696479643,,,,,False,False,False,False,7.532999999999902,8649.json
30613cab-f2a7-40f1-9192-28b81971eef1,2588,2,72,17,144,1,"[99.0, 32.0]",False,6b8cc448-07dd-4cf0-a05a-5c02efe901fa,87.0,93.0,98.0,40.0,"[{'location': [86.0, 38.0], 'player': {'id': 20004, 'name': 'Paul Pogba'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [78.0, 34.0], 'player': {'id': 6297, 'name': 'Maximiliano Gómez González'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [93.0, 25.0], 'player': {'id': 5247, 'name': 'Nahitan Michel Nández Acosta'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [94.0, 46.0], 'player': {'id': 5266, 'name': 'Lucas Torreira Di Pascua'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [95.0, 35.0], 'player': {'id': 5255, 'name': 'Matías Vecino Falero'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [86.0, 54.0], 'player': {'id': 5256, 'name': 'Cristian Gabriel Rodríguez Barrotti'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [107.0, 55.0], 'player': {'id': 5717, 'name': 'Diego Sebastián Laxalt Suárez'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [107.0, 48.0], 'player': {'id': 5259, 'name': 'José María Giménez de Vargas'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [104.0, 35.0], 'player': {'id': 5249, 'name': 'Diego Roberto Godín Leal'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [105.0, 30.0], 'player': {'id': 5248, 'name': 'José Martín Cáceres Silva'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [117.0, 39.0], 'player': {'id': 5267, 'name': 'Néstor Fernando Muslera Micol'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [81.0, 51.0], 'player': {'id': 5487, 'name': 'Antoine Griezmann'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [87.0, 63.0], 'player': {'id': 5476, 'name': 'Benjamin Pavard'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [104.0, 51.0], 'player': {'id': 3009, 'name': 'Kylian Mbappé Lottin'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [104.0, 45.0], 'player': {'id': 3604, 'name': 'Olivier Giroud'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [105.0, 21.0], 'player': {'id': 5484, 'name': 'Lucas Hernández Pi'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}]",False,False,22.47220505424423,0.7106534051401941,18.027756,-0.98279375,1.0,40.0,False,False,False,False,78.827,8649.json
72b801f7-c9d4-43f4-82c9-1ede05a25da7,2771,2,75,31,149,1,"[102.0, 52.0]",False,,87.0,91.0,98.0,38.0,"[{'location': [88.0, 38.0], 'player': {'id': 20004, 'name': 'Paul Pogba'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [102.0, 32.0], 'player': {'id': 5248, 'name': 'José Martín Cáceres Silva'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [109.0, 48.0], 'player': {'id': 5259, 'name': 'José María Giménez de Vargas'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [106.0, 49.0], 'player': {'id': 5249, 'name': 'Diego Roberto Godín Leal'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [106.0, 43.0], 'player': {'id': 5266, 'name': 'Lucas Torreira Di Pascua'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [101.0, 47.0], 'player': {'id': 5255, 'name': 'Matías Vecino Falero'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [93.0, 21.0], 'player': {'id': 6426, 'name': 'Jonathan Matías Urretaviscaya da Luz'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [93.0, 46.0], 'player': {'id': 5256, 'name': 'Cristian Gabriel Rodríguez Barrotti'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [104.0, 51.0], 'player': {'id': 5717, 'name': 'Diego Sebastián Laxalt Suárez'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [117.0, 40.0], 'player': {'id': 5267, 'name': 'Néstor Fernando Muslera Micol'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [94.0, 41.0], 'player': {'id': 5484, 'name': 'Lucas Hernández Pi'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [104.0, 28.0], 'player': {'id': 5480, 'name': 'Corentin Tolisso'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [104.0, 61.0], 'player': {'id': 5487, 'name': 'Antoine Griezmann'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [110.0, 52.0], 'player': {'id': 3009, 'name': 'Kylian Mbappé Lottin'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}]",True,False,21.633307652783937,1.1498775538859276,,,,,False,False,False,False,75.75999999999999,8649.json
c86a05de-b9ab-45e6-8028-83bc345e1117,3203,2,88,37,170,3,"[90.0, 44.0]",False,,62.0,93.0,98.0,38.0,"[{'location': [98.0, 46.0], 'player': {'id': 6297, 'name': 'Maximiliano Gómez González'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [98.0, 45.0], 'player': {'id': 5259, 'name': 'José María Giménez de Vargas'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [98.0, 44.0], 'player': {'id': 5255, 'name': 'Matías Vecino Falero'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [98.0, 43.0], 'player': {'id': 5256, 'name': 'Cristian Gabriel Rodríguez Barrotti'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [99.0, 45.0], 'player': {'id': 5485, 'name': 'Raphaël Varane'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [99.0, 44.0], 'player': {'id': 3604, 'name': 'Olivier Giroud'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [99.0, 42.0], 'player': {'id': 5477, 'name': 'Ousmane Dembélé'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [98.0, 26.0], 'player': {'id': 3961, 'name': ""N''Golo Kanté""}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [99.0, 49.0], 'player': {'id': 6426, 'name': 'Jonathan Matías Urretaviscaya da Luz'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [97.0, 33.0], 'player': {'id': 5266, 'name': 'Lucas Torreira Di Pascua'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [100.0, 28.0], 'player': {'id': 5248, 'name': 'José Martín Cáceres Silva'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [119.0, 40.0], 'player': {'id': 5267, 'name': 'Néstor Fernando Muslera Micol'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [98.0, 39.0], 'player': {'id': 5717, 'name': 'Diego Sebastián Laxalt Suárez'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [101.0, 41.0], 'player': {'id': 5249, 'name': 'Diego Roberto Godín Leal'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [98.0, 42.0], 'player': {'id': 5246, 'name': 'Luis Alberto Suárez Díaz'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}]",False,False,30.265491900843113,0.26132478588546315,,,,,False,False,False,False,1.0799999999999272,8649.json
f3d172ff-26ca-48ea-9d3e-7bc142bea2da,85,1,1,34,4,7,"[91.0, 51.0]",False,,87.0,93.0,98.0,40.0,"[{'location': [100.0, 50.0], 'player': {'id': 5552, 'name': 'Marcelo Vieira da Silva Júnior'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [74.0, 21.0], 'player': {'id': 4831, 'name': 'Nacer Chadli'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [81.0, 42.0], 'player': {'id': 3054, 'name': 'Fernando Luiz Rosa'}, 'position': {'id': 14, 'name': 'Center Midfield'}, 'teammate': False}, {'location': [85.0, 41.0], 'player': {'id': 3296, 'name': 'Marouane Fellaini-Bakkioui'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [88.0, 36.0], 'player': {'id': 5542, 'name': 'José Paulo Bezzera Maciel Júnior'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [88.0, 43.0], 'player': {'id': 3501, 'name': 'Philippe Coutinho Correia'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [118.0, 41.0], 'player': {'id': 5547, 'name': 'Alisson Ramsés Becker'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [99.0, 47.0], 'player': {'id': 3289, 'name': 'Romelu Lukaku Menama'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [92.0, 22.0], 'player': {'id': 3621, 'name': 'Eden Hazard'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [95.0, 33.0], 'player': {'id': 5838, 'name': 'Fágner Conserva Lemos'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [97.0, 37.0], 'player': {'id': 3295, 'name': 'Thiago Emiliano da Silva'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [96.0, 47.0], 'player': {'id': 5551, 'name': 'João Miranda de Souza Filho'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}]",False,False,31.016124838541646,0.715949070282247,,,,,False,False,False,False,48.653000000000006,8650.json
71f2d6d9-43bd-4e1f-8b6b-4e4223a086fd,309,1,7,12,15,2,"[115.0, 39.0]",False,025356b8-56f0-4062-b0f3-ffa4265505a5,87.0,93.0,99.0,40.0,"[{'location': [116.0, 33.0], 'player': {'id': 20005, 'name': 'Toby Alderweireld'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [117.0, 44.0], 'player': {'id': 3202, 'name': 'Gabriel Fernando de Jesus'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [114.0, 33.0], 'player': {'id': 5642, 'name': 'Axel Witsel'}, 'position': {'id': 14, 'name': 'Center Midfield'}, 'teammate': False}, {'location': [114.0, 16.0], 'player': {'id': 3089, 'name': 'Kevin De Bruyne'}, 'position': {'id': 25, 'name': 'Secondary Striker'}, 'teammate': False}, {'location': [120.0, 3.0], 'player': {'id': 4320, 'name': 'Neymar da Silva Santos Junior'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [118.0, 30.0], 'player': {'id': 5551, 'name': 'João Miranda de Souza Filho'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [112.0, 33.0], 'player': {'id': 5542, 'name': 'José Paulo Bezzera Maciel Júnior'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [103.0, 41.0], 'player': {'id': 3077, 'name': 'Jan Vertonghen'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [113.0, 38.0], 'player': {'id': 3101, 'name': 'Vincent Kompany'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [116.0, 35.0], 'player': {'id': 3296, 'name': 'Marouane Fellaini-Bakkioui'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [118.0, 38.0], 'player': {'id': 3509, 'name': 'Thibaut Courtois'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [118.0, 41.0], 'player': {'id': 4831, 'name': 'Nacer Chadli'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}]",True,False,5.0990195135927845,0.2612973098794133,37.12142,1.6517004,3.0,40.0,False,False,True,False,2.4399999999999977,8650.json
9d6c1888-c58e-4edf-ba08-92bfbbb270e5,325,1,7,32,16,1,"[106.0, 31.0]",False,a8c6872b-1b4a-4b8a-b1ab-ad9fb816e7f2,87.0,93.0,96.0,40.0,"[{'location': [116.0, 38.0], 'player': {'id': 5552, 'name': 'Marcelo Vieira da Silva Júnior'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [111.0, 29.0], 'player': {'id': 3089, 'name': 'Kevin De Bruyne'}, 'position': {'id': 25, 'name': 'Secondary Striker'}, 'teammate': True}, {'location': [111.0, 33.0], 'player': {'id': 5838, 'name': 'Fágner Conserva Lemos'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [107.0, 44.0], 'player': {'id': 3501, 'name': 'Philippe Coutinho Correia'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [108.0, 32.0], 'player': {'id': 5551, 'name': 'João Miranda de Souza Filho'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [119.0, 39.0], 'player': {'id': 5547, 'name': 'Alisson Ramsés Becker'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [117.0, 30.0], 'player': {'id': 3289, 'name': 'Romelu Lukaku Menama'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [114.0, 16.0], 'player': {'id': 3054, 'name': 'Fernando Luiz Rosa'}, 'position': {'id': 14, 'name': 'Center Midfield'}, 'teammate': False}, {'location': [106.0, 16.0], 'player': {'id': 3472, 'name': 'Willian Borges da Silva'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [101.0, 30.0], 'player': {'id': 5542, 'name': 'José Paulo Bezzera Maciel Júnior'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}]",False,False,16.64331697709324,1.0995725924514483,6.3245554,-2.819842,1.0,40.0,False,False,False,False,22.119999999999948,8650.json
f583182c-edb7-4a44-bc9e-33d8bad10fd1,330,1,7,35,16,1,"[92.0, 29.0]",False,,87.0,93.0,98.0,40.0,"[{'location': [107.0, 42.0], 'player': {'id': 5552, 'name': 'Marcelo Vieira da Silva Júnior'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [107.0, 49.0], 'player': {'id': 3501, 'name': 'Philippe Coutinho Correia'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [106.0, 58.0], 'player': {'id': 3176, 'name': 'Thomas Meunier'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [113.0, 42.0], 'player': {'id': 3289, 'name': 'Romelu Lukaku Menama'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [104.0, 25.0], 'player': {'id': 3621, 'name': 'Eden Hazard'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [104.0, 22.0], 'player': {'id': 3089, 'name': 'Kevin De Bruyne'}, 'position': {'id': 25, 'name': 'Secondary Striker'}, 'teammate': True}, {'location': [106.0, 38.0], 'player': {'id': 5551, 'name': 'João Miranda de Souza Filho'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [119.0, 41.0], 'player': {'id': 5547, 'name': 'Alisson Ramsés Becker'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [102.0, 32.0], 'player': {'id': 5542, 'name': 'José Paulo Bezzera Maciel Júnior'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [100.0, 44.0], 'player': {'id': 3295, 'name': 'Thiago Emiliano da Silva'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [106.0, 28.0], 'player': {'id': 5838, 'name': 'Fágner Conserva Lemos'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [106.0, 22.0], 'player': {'id': 3054, 'name': 'Fernando Luiz Rosa'}, 'position': {'id': 14, 'name': 'Center Midfield'}, 'teammate': False}, {'location': [94.0, 42.0], 'player': {'id': 3202, 'name': 'Gabriel Fernando de Jesus'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [95.0, 27.0], 'player': {'id': 3472, 'name': 'Willian Borges da Silva'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}]",False,False,30.083217912982647,0.7387006252297961,,,,,False,False,False,False,22.119999999999948,8650.json
c0e302cd-ed83-4209-b355-62a3dd545d72,387,1,9,12,17,1,"[109.0, 46.0]",False,4235308f-e8a7-48c0-8a5c-bad048190077,87.0,93.0,96.0,40.0,"[{'location': [111.0, 44.0], 'player': {'id': 20005, 'name': 'Toby Alderweireld'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [108.0, 32.0], 'player': {'id': 4320, 'name': 'Neymar da Silva Santos Junior'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [106.0, 49.0], 'player': {'id': 3202, 'name': 'Gabriel Fernando de Jesus'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [102.0, 62.0], 'player': {'id': 3472, 'name': 'Willian Borges da Silva'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [108.0, 34.0], 'player': {'id': 3176, 'name': 'Thomas Meunier'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [110.0, 32.0], 'player': {'id': 3296, 'name': 'Marouane Fellaini-Bakkioui'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [118.0, 40.0], 'player': {'id': 3509, 'name': 'Thibaut Courtois'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [94.0, 56.0], 'player': {'id': 3089, 'name': 'Kevin De Bruyne'}, 'position': {'id': 25, 'name': 'Secondary Striker'}, 'teammate': False}, {'location': [103.0, 51.0], 'player': {'id': 4831, 'name': 'Nacer Chadli'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [105.0, 46.0], 'player': {'id': 5642, 'name': 'Axel Witsel'}, 'position': {'id': 14, 'name': 'Center Midfield'}, 'teammate': False}, {'location': [108.0, 48.0], 'player': {'id': 3077, 'name': 'Jan Vertonghen'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [111.0, 49.0], 'player': {'id': 3101, 'name': 'Vincent Kompany'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}]",True,False,12.529964086141668,0.9302320885262951,5.0,-0.6435011,1.0,40.0,False,False,False,False,71.11999999999995,8650.json
